Activity Type,Date,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2022-09-04 18:34:37,4.00,448,00:28:37,168,183,174,185,7:09,6:33,115,95,1.29,0.0,00:01.55,5,00:28:31,00:28:37,"1,111","1,157"
Running,2022-08-30 15:53:25,2.00,213,00:13:57,166,182,174,183,6:57,6:01,46,46,1.33,0.0,00:01.59,3,00:13:56,00:13:57,"1,105","1,152"
Running,2022-08-28 15:38:47,3.50,401,00:25:31,170,186,177,185,7:17,6:32,95,108,1.25,0.0,03:27.31,4,00:25:27,00:25:31,"1,098","1,147"
Running,2022-08-25 17:34:16,5.30,627,00:40:42,166,182,172,183,7:41,6:54,177,171,1.22,0.0,02:07.64,6,00:40:41,00:40:42,"1,100","1,154"
Running,2022-08-23 18:58:26,3.01,332,00:21:49,164,175,172,228,7:15,6:37,66,85,1.29,0.0,00:01.47,4,00:21:48,00:21:49,"1,108","1,149"
Running,2022-08-22 12:18:35,2.01,208,00:13:58,162,180,172,225,6:58,6:23,43,46,1.34,0.0,00:01.73,3,00:13:58,00:13:58,"1,107","1,155"
Running,2022-08-17 12:31:32,3.51,405,00:26:14,168,180,174,185,7:28,6:46,92,92,1.24,0.0,03:42.99,4,00:26:10,00:26:14,"1,108","1,150"
Running,2022-08-16 16:26:07,3.50,378,00:25:47,161,180,171,185,7:22,6:32,95,98,1.28,0.0,03:34.63,4,00:25:37,00:26:06,"1,106","1,152"
Running,2022-08-13 18:26:29,3.17,360,00:23:38,165,181,171,195,7:28,5:48,92,102,1.26,0.0,01:00.74,4,00:23:34,00:23:38,622,679
Running,2022-08-12 17:55:38,3.18,339,00:22:24,166,185,174,191,7:03,6:05,108,121,1.31,0.0,01:04.33,4,00:22:19,00:22:24,619,684
Running,2022-08-09 17:12:52,3.16,350,00:22:28,170,181,176,187,7:07,6:30,92,105,1.28,0.0,01:03.87,4,00:22:22,00:22:28,614,679
Running,2022-08-08 17:21:17,0.43,27,00:02:17.6,140,159,174,200,5:18,4:52,46,--,1.75,0.0,02:17.59,1,00:02:12,00:04:40.2,621,673
Running,2022-08-05 15:10:24,4.29,500,00:31:39,170,189,173,184,7:23,6:39,115,161,1.26,0.0,01:57.58,5,00:31:37,00:31:39,623,683
Running,2022-08-03 16:07:36,2.01,203,00:13:09,168,191,177,190,6:33,5:38,56,79,1.39,0.0,00:02.20,3,00:12:46,00:13:09,621,683
Running,2022-08-02 16:26:57,3.15,355,00:22:34,169,188,173,183,7:09,6:15,98,108,1.3,0.0,00:56.54,4,00:22:34,00:22:34,620,679
Running,2022-08-01 16:19:04,3.12,365,00:22:54,170,185,171,181,7:20,6:24,98,112,1.28,0.0,00:47.40,4,00:22:53,00:23:36,620,682
Running,2022-07-29 15:35:42,3.23,367,00:22:25,174,188,175,184,6:56,6:21,115,121,1.33,0.0,01:34.88,4,00:22:24,00:22:25,575,636
Running,2022-07-27 15:59:53,1.56,181,00:11:06,173,184,171,181,7:07,6:25,46,56,1.33,0.0,03:55.98,2,00:10:59,00:11:06,560,623
Running,2022-07-14 18:07:10,3.36,369,00:23:30,167,184,175,187,6:59,6:14,112,108,1.31,0.0,02:17.64,4,00:23:25,00:23:30,736,764
Running,2022-07-12 17:23:44,2.59,273,00:17:47,164,180,176,185,6:53,6:08,82,79,1.33,0.0,03:56.40,3,00:17:41,00:17:47,738,761
Running,2022-07-11 15:36:42,2.01,200,00:12:31,171,191,177,189,6:13,5:34,62,66,1.46,0.0,00:03.93,3,00:12:29,00:12:31,736,763
Running,2022-07-10 18:20:38,1.57,158,00:10:36,161,176,172,183,6:45,6:22,49,59,1.39,0.0,03:54.87,2,00:10:33,00:10:36,620,678
Running,2022-07-08 16:06:29,1.57,178,00:11:21,169,183,169,230,7:15,6:31,43,52,1.32,0.0,03:58.53,2,00:11:20,00:11:21,619,678
Running,2022-07-05 18:19:04,1.58,174,00:11:33,160,179,168,183,7:19,6:01,46,52,1.31,0.0,04:14.96,2,00:11:26,00:11:33,624,682
Running,2022-07-02 16:12:27,3.06,373,00:23:59,164,180,169,197,7:51,3:55,102,112,1.22,0.0,00:15.87,4,00:23:58,00:24:02,617,678
Running,2022-07-01 18:11:30,2.01,230,00:13:53,174,187,174,241,6:55,6:06,52,89,1.34,0.0,00:02.16,3,00:13:53,00:13:53,608,680
Running,2022-06-11 18:06:35,1.58,170,00:10:40,168,182,175,187,6:46,6:18,46,56,1.36,0.0,03:51.45,2,00:10:39,00:10:40,618,678
Running,2022-06-08 17:17:37,1.58,158,00:10:28,161,181,178,195,6:39,5:53,56,62,1.37,0.0,03:45.09,2,00:10:20,00:10:28,615,678
Running,2022-06-07 16:09:48,3.15,341,00:21:33,168,184,176,195,6:50,5:45,98,141,1.34,0.0,00:52.15,4,00:21:33,00:21:33,585,678
Running,2022-06-05 14:04:02,3.17,377,00:23:38,168,186,171,185,7:27,6:49,102,108,1.26,0.0,01:08.83,4,00:23:35,00:23:38,618,680
Running,2022-06-03 16:52:43,1.71,188,00:12:18,161,173,172,181,7:12,6:46,52,66,1.3,0.0,05:07.81,2,00:12:18,00:12:18,622,680
Running,2022-06-02 15:53:04,1.57,171,00:11:03,163,179,173,247,7:02,6:22,52,49,1.32,0.0,00:22.60,3,00:11:03,00:11:03,627,686
Running,2022-05-23 18:25:05,1.58,152,00:10:11,159,176,176,198,6:26,5:37,56,59,1.42,0.0,03:32.13,2,00:10:11,00:10:11,621,682
Running,2022-05-21 14:51:46,3.15,337,00:21:49,166,190,177,190,6:55,6:17,108,98,1.32,0.0,00:56.69,4,00:21:14,00:21:54,621,682
Running,2022-05-20 15:40:45,3.16,369,00:23:23,168,185,172,185,7:25,6:27,108,115,1.26,0.0,01:02.10,4,00:23:23,00:23:23,616,679
Running,2022-05-19 17:18:13,2.25,253,00:15:35,172,190,173,190,6:55,5:56,69,79,1.34,0.0,01:33.84,3,00:15:33,00:15:35,617,680
Running,2022-05-18 16:04:08,1.58,172,00:10:51,166,184,175,246,6:53,6:05,49,56,1.34,0.0,03:58.48,2,00:10:51,00:10:51,615,680
Running,2022-05-15 17:16:19,1.59,177,00:11:18,165,178,172,183,7:06,6:34,46,39,1.32,0.0,04:15.70,2,00:11:18,00:11:18,634,689
Running,2022-05-03 12:18:14,2.01,226,00:14:35,162,173,176,187,7:16,6:50,92,92,1.26,0.0,00:02.16,3,00:14:29,00:14:35,"1,097","1,146"
Running,2022-05-02 14:18:58,2.01,208,00:13:06,167,194,178,195,6:31,5:30,56,66,1.39,0.0,00:02.71,3,00:13:01,00:13:06,"1,102","1,149"
Running,2022-04-30 17:17:40,2.01,206,00:13:08,166,189,173,187,6:32,5:40,39,36,1.42,0.0,00:02.11,3,00:12:57,00:13:24,"1,106","1,151"
Running,2022-04-28 15:22:37,4.01,465,00:28:55,169,183,176,185,7:13,6:35,118,92,1.27,0.0,00:02.68,5,00:28:49,00:28:55,"1,115","1,163"
Running,2022-04-27 18:13:44,2.01,184,00:12:54,154,173,177,193,6:25,5:46,56,43,1.42,0.0,00:04.83,3,00:12:51,00:14:40,"1,112","1,162"
Running,2022-04-25 12:08:12,2.00,232,00:14:01,173,185,174,190,7:00,5:51,69,62,1.32,0.0,00:00.96,3,00:14:01,00:14:01,"1,106","1,154"
Running,2022-04-23 18:50:40,2.01,222,00:14:00,167,182,174,188,6:59,5:28,46,43,1.33,0.0,00:01.92,3,00:13:58,00:14:00,"1,110","1,154"
Running,2022-04-22 17:07:43,1.80,207,00:12:34,172,184,173,237,6:58,5:53,52,43,1.34,0.0,05:21.88,2,00:12:33,00:12:34,"1,110","1,152"
Running,2022-04-13 17:18:22,1.77,199,00:12:09,169,180,174,193,6:51,6:03,46,43,1.35,0.0,05:21.01,2,00:12:08,00:12:09,"1,109","1,157"
Running,2022-04-07 14:53:50,1.61,167,00:10:50,160,175,175,183,6:44,5:54,56,43,1.37,0.0,04:16.70,2,00:10:49,00:11:13,"1,112","1,165"
Running,2022-04-04 14:50:28,1.74,174,00:12:12,151,176,167,185,6:59,6:28,56,30,1.38,0.0,04:54.95,2,00:12:00,00:12:49,"1,121","1,153"
Running,2022-04-03 14:20:41,4.01,450,00:28:03,167,181,174,183,6:59,6:12,112,95,1.32,0.0,00:03.77,5,00:28:02,00:28:03,"1,114","1,167"
Running,2022-03-22 15:46:43,2.01,220,00:13:51,166,183,174,187,6:54,6:08,72,56,1.34,0.0,00:01.82,3,00:13:47,00:14:14,"1,110","1,156"
Running,2022-03-21 13:47:23,2.01,214,00:13:39,165,184,172,189,6:48,5:35,66,46,1.38,0.0,00:02.68,3,00:13:38,00:13:39,"1,116","1,157"
Running,2022-03-20 14:57:52,2.01,219,00:14:13,163,176,169,183,7:05,6:06,59,52,1.34,0.0,00:01.79,3,00:14:08,00:14:13,"1,113","1,164"
Running,2022-03-10 13:25:36,2.01,227,00:14:51,162,182,168,175,7:24,6:31,56,43,1.29,0.0,00:02.21,3,00:14:50,00:14:51,"1,114","1,163"
Running,2022-02-15 15:08:39,3.55,403,00:25:21,167,182,171,188,7:09,6:33,105,105,1.32,0.0,03:47.21,4,00:25:20,00:25:21,"1,110","1,161"
Running,2022-01-31 14:42:19,1.79,209,00:12:57,167,183,171,226,7:14,5:09,62,46,1.3,0.0,05:40.05,2,00:12:56,00:12:57,"1,116","1,157"
Running,2022-01-29 14:51:28,2.01,235,00:14:11,172,186,174,183,7:04,6:50,59,98,1.31,0.0,00:02.31,3,00:14:10,00:14:11,"1,056","1,129"
Running,2022-01-03 16:21:11,6.28,708,00:45:41,163,181,176,205,7:17,4:52,236,226,1.25,0.0,01:42.38,7,00:45:31,00:45:57,640,783
Running,2022-01-01 12:50:26,1.63,198,00:11:40,174,193,170,183,7:10,5:53,157,151,1.32,0.0,04:44.03,2,00:11:39,00:12:10,"1,094","1,161"
Running,2021-12-27 16:12:21,1.58,171,00:10:56,162,184,170,183,6:54,6:09,59,56,1.37,0.0,03:52.12,2,00:10:54,00:10:56,703,767
Running,2021-12-26 14:29:16,1.01,77,00:05:45.0,145,165,178,222,5:42,4:54,30,13,1.58,0.0,00:01.76,2,00:05:39.8,00:07:48.4,719,756
Running,2021-12-23 15:00:44,2.03,215,00:13:37,164,184,174,187,6:43,6:17,66,69,1.38,0.0,00:11.63,3,00:13:37,00:13:37,738,759
Running,2021-12-22 14:10:36,1.36,127,00:09:30.6,142,160,169,179,6:58,6:16,52,49,1.37,0.0,02:21.05,2,00:09:30.6,00:09:30.6,745,775
Running,2021-12-21 10:08:32,1.35,143,00:09:23.9,160,179,166,178,6:58,6:28,52,46,1.39,0.0,02:22.88,2,00:09:14.9,00:09:23.9,745,776
Running,2021-12-18 12:58:35,1.38,139,00:09:40.8,153,174,166,181,7:01,6:13,33,36,1.38,0.0,02:32.85,2,00:09:40.8,00:21:20,"1,110","1,152"
Running,2021-12-16 15:08:55,2.01,222,00:14:18,164,187,168,181,7:08,6:13,62,66,1.35,0.0,00:01.74,3,00:14:09,00:14:18,"1,539","1,587"
Running,2021-11-12 16:02:14,3.57,401,00:25:11,167,182,170,179,7:04,6:20,105,89,1.34,0.0,03:50.82,4,00:25:10,00:25:11,"1,115","1,165"
Running,2021-11-11 11:07:46,1.86,204,00:13:04,163,174,173,183,7:02,6:33,66,56,1.32,0.0,06:05.25,2,00:13:04,00:13:04,"1,113","1,157"
Running,2021-11-09 11:45:15,1.78,198,00:12:08,170,195,172,185,6:48,6:02,49,33,1.38,0.0,05:05.11,2,00:12:07,00:12:08,"1,119","1,157"
Running,2021-10-17 10:27:40,3.18,349,00:24:22,155,187,170,183,7:40,6:47,200,194,1.23,0.0,01:24.12,4,00:24:19,00:51:28,838,928
Running,2021-10-16 11:10:16,1.12,138,00:08:20.0,173,181,166,179,7:25,6:32,148,82,1.31,0.0,00:53.81,2,00:08:17.8,00:08:45.7,860,"1,012"
Running,2021-10-16 10:37:21,4.00,465,00:29:37,164,194,170,181,7:24,5:46,236,285,1.28,0.0,07:10.98,4,00:29:34,00:32:36,844,944
Running,2021-10-15 16:13:17,2.01,224,00:14:15,162,178,169,178,7:06,6:09,56,52,1.34,0.0,00:02.49,3,00:14:14,00:14:15,"1,100","1,144"
Running,2021-10-14 18:00:00,4.01,444,00:26:59,169,188,175,191,6:44,5:24,95,98,1.36,0.0,00:01.88,5,00:26:57,00:26:59,"1,106","1,154"
Running,2021-10-12 15:26:36,2.12,235,00:15:02,159,185,168,183,7:06,5:44,85,59,1.35,0.0,00:40.56,3,00:15:01,00:15:02,"1,106","1,154"
Running,2021-10-11 13:55:44,1.54,166,00:10:25,164,187,172,220,6:45,6:04,390,36,1.38,0.0,03:37.84,2,00:10:24,00:10:25,"1,129","1,505"
Running,2021-10-08 13:24:10,2.01,229,00:14:28,161,176,166,177,7:13,5:58,52,72,1.34,0.0,00:02.31,3,00:14:26,00:14:28,"1,107","1,153"
Running,2021-10-07 15:35:39,3.31,409,00:23:57,169,182,167,179,7:14,6:36,115,112,1.33,0.0,02:11.91,4,00:23:55,00:23:57,"1,099","1,150"
Running,2021-09-20 18:03:04,4.01,446,00:27:27,159,168,178,186,6:51,6:27,118,102,1.32,0.0,00:02.12,5,00:27:19,00:27:27,"1,112","1,160"
Running,2021-09-18 17:17:27,10.01,"1,137",01:11:08,160,168,183,189,7:06,6:43,791,830,1.24,0.0,00:02.74,11,01:11:00,01:11:08,"1,049","1,157"
Running,2021-09-17 15:45:16,3.95,421,00:25:30,165,176,179,215,6:27,4:04,240,315,1.39,0.0,00:05.68,14,00:24:46,00:32:54,"1,053","1,152"
Running,2021-09-17 15:17:16,3.28,323,00:20:36,159,176,181,200,6:17,4:48,79,112,1.41,0.0,00:03.64,6,00:20:13,00:26:09,"1,104","1,146"
Running,2021-09-16 09:33:19,4.00,446,00:27:18,161,169,183,191,6:49,6:28,194,220,1.29,0.0,00:01.95,5,00:27:17,00:27:18,"1,100","1,152"
Running,2021-09-14 17:23:40,7.12,770,00:47:59,162,179,180,235,6:45,3:52,407,430,1.32,0.0,00:27.75,18,00:47:49,00:51:03,"1,073","1,168"
Running,2021-09-13 09:42:00,4.01,452,00:27:46,162,170,180,186,6:56,6:35,266,266,1.29,0.0,00:02.22,5,00:27:44,00:27:46,"1,106","1,167"
Running,2021-09-12 16:33:25,8.01,860,00:55:00,159,172,181,191,6:52,6:14,768,751,1.3,0.0,00:01.71,9,00:54:54,00:55:00,"1,093","1,159"
Running,2021-09-11 10:33:50,8.34,923,01:00:24,163,179,178,215,7:14,4:34,312,328,1.24,0.0,00:11.46,29,00:59:56,01:13:10,"1,110","1,163"
Running,2021-09-10 17:57:33,4.01,432,00:27:10,162,173,175,181,6:47,6:24,148,223,1.35,0.0,00:01.95,5,00:27:09,00:27:10,"1,099","1,152"
Running,2021-09-08 11:44:57,5.41,597,00:37:52,161,171,176,183,7:00,6:03,574,581,1.31,0.0,02:48.50,6,00:37:50,00:38:29,"1,096","1,154"
Running,2021-09-07 11:00:40,7.01,811,00:50:29,167,183,175,227,7:12,3:53,344,318,1.28,0.0,00:14.21,32,00:50:10,00:56:32,"1,081","1,165"
Running,2021-09-06 19:37:45,6.01,654,00:40:26,165,177,177,243,6:44,5:44,262,299,1.35,0.0,00:01.75,7,00:40:25,00:40:26,"1,079","1,172"
Running,2021-09-05 16:27:42,7.01,791,00:47:56,168,185,177,183,6:50,6:17,522,541,1.33,0.0,00:02.60,8,00:47:55,00:47:56,"1,082","1,156"
Running,2021-09-04 10:36:06,6.63,717,00:47:07,163,184,172,227,7:06,3:40,276,249,1.32,0.0,00:08.52,37,00:46:11,00:57:49,"1,097","1,165"
Running,2021-09-03 17:56:53,3.01,322,00:20:20,162,174,175,181,6:46,6:21,89,85,1.36,0.0,00:02.38,4,00:20:19,00:20:20,"1,104","1,153"
Running,2021-09-01 07:25:00,4.01,426,00:27:25,160,170,181,189,6:50,5:49,177,167,1.3,0.0,00:04.32,5,00:27:18,00:27:25,"1,104","1,156"
Running,2021-08-31 10:09:14,7.01,777,00:50:13,165,179,175,214,7:10,4:25,558,528,1.29,0.0,00:18.37,31,00:50:00,01:09:25,"1,093","1,184"
Running,2021-08-30 11:17:55,5.01,540,00:33:58,166,184,177,185,6:47,5:56,220,200,1.34,0.0,00:02.52,6,00:33:55,00:33:58,"1,107","1,176"
Running,2021-08-28 10:17:52,5.01,560,00:36:20,164,182,176,214,7:15,4:19,220,187,1.26,0.0,00:28.97,16,00:36:07,00:36:54,"1,104","1,181"
Running,2021-08-27 06:40:36,9.01,996,01:07:22,159,180,177,185,7:29,6:10,735,741,1.21,0.0,00:03.98,10,00:00:00,01:09:33,"1,132","1,213"
Running,2021-08-26 09:30:04,4.01,442,00:28:02,166,183,177,185,7:00,6:22,118,151,1.3,0.0,00:01.49,5,00:27:56,00:28:02,"1,085","1,147"
Running,2021-08-24 09:27:23,5.56,645,00:41:26,163,176,176,183,7:27,6:24,249,272,1.23,0.0,04:16.77,6,00:41:14,01:09:21,"1,082","1,150"
Running,2021-08-23 06:41:31,5.01,541,00:34:24,166,180,179,188,6:52,5:56,259,240,1.31,0.0,00:03.12,6,00:34:23,00:34:24,"1,112","1,174"
Running,2021-08-21 08:55:01,7.01,810,00:51:20,166,193,178,189,7:20,5:42,584,666,1.23,0.0,00:05.59,8,00:51:16,00:51:20,573,699
Running,2021-08-20 11:31:22,3.01,320,00:20:50,163,176,172,181,6:56,5:52,69,72,1.35,0.0,00:02.70,4,00:20:49,00:20:50,"1,119","1,167"
Running,2021-08-18 08:53:02,3.01,333,00:20:52,168,179,175,185,6:56,5:35,151,164,1.32,0.0,00:02.62,4,00:20:45,00:20:52,"1,098","1,157"
Running,2021-08-17 10:43:52,6.01,667,00:43:24,166,181,171,217,7:14,4:02,308,249,1.31,0.0,00:01.09,28,00:43:13,00:55:51,"1,110","1,177"
Running,2021-08-17 10:35:31,0.09,6,00:00:40.2,120,138,152,177,7:24,6:53,--,--,1.43,0.0,00:40.22,1,00:00:35,00:00:40.2,"1,151","1,155"
Running,2021-08-16 06:14:13,4.01,432,00:27:26,167,182,174,186,6:50,5:54,203,190,1.35,0.0,00:04.24,5,00:27:17,00:27:26,"1,110","1,160"
Running,2021-08-14 15:19:43,5.01,566,00:35:31,172,182,167,217,7:05,4:01,148,233,1.37,0.0,00:13.51,23,00:35:25,00:35:31,"1,091","1,154"
Running,2021-08-13 07:41:51,4.01,444,00:28:06,167,180,175,184,7:01,5:53,207,213,1.31,0.0,00:02.79,5,00:28:05,00:28:06,619,695
Running,2021-08-11 08:10:00,4.01,449,00:28:26,168,190,170,235,7:06,3:17,194,187,1.33,0.0,00:01.95,5,00:28:21,00:36:10,698,767
Running,2021-08-10 07:23:46,4.01,470,00:29:21,168,183,171,183,7:20,6:02,138,141,1.29,0.0,00:02.14,5,00:29:14,00:29:21,704,767
Running,2021-08-09 16:17:10,3.01,337,00:20:14,173,194,172,183,6:44,5:42,79,105,1.39,0.0,00:01.75,4,00:20:09,00:20:14,704,764
Running,2021-08-07 05:56:37,4.01,435,00:25:22,177,193,179,193,6:20,5:19,174,190,1.42,0.0,00:01.91,5,00:25:21,00:34:10,325,418
Running,2021-08-01 20:34:05,0.73,67,00:04:18.8,162,176,173,181,5:55,5:16,23,20,1.57,0.0,04:18.83,1,00:04:18.8,00:04:18.8,738,768
Running,2021-07-27 17:01:51,2.37,256,00:17:11,158,195,163,220,7:15,4:05,36,89,1.36,0.0,03:13.54,3,00:16:57,00:47:45,704,764
Breathwork,2021-07-25 17:45:10,--,--,00:15:38,75,89,--,--,--,--,--,--,0.0,0.0,00:03.00,253,00:00:00,00:15:38,--,--
Running,2021-07-25 16:38:21,3.12,403,00:25:57,157,173,167,214,8:18,4:20,89,108,1.16,0.0,00:42.27,4,00:25:56,00:25:57,694,768
Running,2021-07-24 16:00:33,3.15,353,00:20:43,170,193,175,233,6:34,5:05,98,105,1.4,0.0,00:49.11,4,00:20:43,00:20:45,709,768
Running,2021-07-23 17:16:31,3.35,334,00:19:46,171,188,178,236,5:54,4:29,56,164,1.53,0.0,02:19.19,4,00:19:41,00:46:54,709,775
Running,2021-07-22 16:19:01,1.58,141,00:08:41.8,167,193,182,238,5:31,5:02,52,56,1.6,0.0,03:17.07,2,00:08:41,00:08:41.8,711,770
Running,2021-07-17 18:02:56,10.34,"1,212",01:34:05,147,183,160,175,9:06,6:17,499,528,1.1,0.0,05:32.31,11,01:32:34,01:35:08,606,805
Running,2021-07-16 19:10:25,4.01,532,00:33:38,158,183,158,193,8:23,4:55,200,207,1.21,0.0,00:09.37,8,00:32:52,00:33:38,679,788
Running,2021-07-16 09:02:39,3.03,356,00:21:05,168,189,173,183,6:58,4:55,112,118,1.34,0.0,00:00.100,5,00:21:00,00:21:05,467,532
Running,2021-07-15 18:26:31,3.01,339,00:19:46,170,189,178,188,6:34,4:45,135,115,1.38,0.0,00:02.62,4,00:19:45,00:19:46,469,533
Running,2021-07-14 16:24:13,1.44,163,00:09:26.2,170,185,174,193,6:33,4:45,49,276,1.41,0.0,02:43.53,2,00:09:18.5,00:09:26.2,424,703
Walking,2021-07-09 17:03:23,2.03,277,00:43:54,95,125,94,228,21:36,1:39,112,43,0.79,0.0,00:03.80,3,00:37:50,00:43:54,459,535
Running,2021-07-09 15:12:44,1.42,166,00:09:47.2,168,184,177,188,6:53,4:56,52,56,1.32,0.0,02:52.99,2,00:09:47.0,00:09:47.2,642,702
Running,2021-07-08 18:43:05,1.46,158,00:09:17.1,168,182,177,196,6:21,4:29,46,56,1.43,0.0,02:53.60,2,00:09:16.6,00:09:17.1,654,715
Running,2021-07-06 17:16:17,2.96,360,00:20:42,172,190,174,190,7:00,4:46,112,98,1.32,0.0,06:45.69,3,00:20:42,00:20:42,667,728
Running,2021-06-28 17:25:10,1.55,160,00:09:46.7,162,176,172,190,6:18,4:32,49,52,1.49,0.0,03:50.49,2,00:09:46.5,00:10:12,708,768
Running,2021-06-26 08:45:00,1.57,166,00:09:51.7,167,187,177,244,6:16,4:37,49,200,1.45,0.0,03:36.89,2,00:09:49,00:09:51.7,656,857
Running,2021-06-25 11:35:40,1.38,133,00:08:01.9,167,179,173,202,5:50,4:18,367,131,1.59,0.0,02:30.90,2,00:07:52.9,00:08:01.9,554,878
Running,2021-06-22 17:03:34,1.99,214,00:12:37,169,185,171,207,6:20,4:32,46,213,1.48,0.0,06:03.84,2,00:12:26,00:12:37,713,888
Running,2021-06-22 16:41:59,0.87,74,00:04:43.3,162,179,177,193,5:25,4:50,167,16,1.68,0.0,04:43.29,1,00:04:42,00:04:43.3,749,906
Running,2021-06-20 17:27:25,0.66,61,00:03:41.9,165,180,175,197,5:37,4:44,16,16,1.64,0.0,03:41.94,1,00:03:36,00:03:41.9,741,759
Running,2021-06-20 17:20:48,0.64,84,00:05:54.7,145,157,158,177,9:11,5:22,98,20,1.11,0.0,05:54.70,1,00:05:49,00:05:54.7,679,781
Running,2021-06-19 16:27:38,1.34,126,00:07:45.0,169,184,174,204,5:48,4:10,66,56,1.59,0.0,01:48.10,2,00:07:36,00:07:45.0,669,699
Running,2021-06-19 16:14:25,1.32,162,00:12:30,141,163,146,181,9:29,1:07,36,135,1.16,0.0,03:39.71,2,00:12:02,00:12:30,663,769
Running,2021-06-18 16:22:00,2.02,197,00:12:26,167,180,172,183,6:09,5:03,56,92,1.52,0.0,00:12.61,3,00:12:18,00:12:26,688,745
Running,2021-06-16 17:20:37,1.28,123,00:08:05.3,160,179,178,217,6:20,3:38,49,59,1.43,0.0,01:29.37,2,00:07:57,00:08:05.3,795,822
Running,2021-06-15 15:36:56,0.09,7,00:00:43.6,128,146,141,173,8:10,6:20,364,--,1.4,0.0,00:43.56,1,00:00:43,00:00:43.6,-94,808
Running,2021-06-15 15:16:07,1.75,190,00:15:53,141,167,144,181,9:04,5:56,79,899,1.21,0.0,06:57.56,2,00:15:44,00:15:53,-105,729
Running,2021-06-14 16:37:49,2.65,291,00:19:26,158,171,169,183,7:20,5:30,79,92,1.3,0.0,04:34.77,3,00:19:18,00:19:26,722,752
Running,2021-06-13 16:23:27,4.00,440,00:26:48,174,196,171,193,6:42,5:10,121,125,1.42,0.0,00:02.53,5,00:26:45,00:28:13,728,769
Running,2021-06-09 16:29:17,0.16,7,00:00:43.1,130,162,165,207,4:35,4:14,7,--,2.13,0.0,00:43.10,1,00:00:37,00:00:43.1,745,755
Running,2021-06-09 16:23:24,0.39,18,00:01:56.1,118,147,171,202,4:54,4:03,102,7,1.92,0.0,01:56.10,1,00:01:50,00:05:32.9,627,734
Running,2021-06-08 16:29:36,0.44,26,00:02:07.8,143,176,179,204,4:52,3:25,10,197,1.84,0.0,02:07.80,1,00:02:07.8,00:02:07.8,667,871
Running,2021-06-07 16:49:51,1.01,82,00:05:26.6,165,180,180,193,5:24,4:14,161,49,1.65,0.0,00:01.65,2,00:05:17.7,00:05:26.6,769,900
Running,2021-06-05 17:19:08,3.74,400,00:23:26,180,193,176,189,6:16,4:42,184,131,1.46,0.0,04:34.50,4,00:23:18,00:23:26,752,813
Running,2021-06-05 17:13:52,0.20,16,00:01:18.3,139,164,166,193,6:25,4:39,7,--,1.51,0.0,01:18.33,1,00:01:11,00:01:18.3,671,686
Running,2021-06-04 09:27:36,1.01,89,00:05:44.7,169,183,180,191,5:42,4:50,36,167,1.57,0.0,00:01.75,2,00:05:44.7,00:05:44.7,711,852
Running,2021-06-03 16:25:15,3.99,438,00:25:37,179,190,176,186,6:25,4:53,249,131,1.43,0.0,06:09.79,4,00:25:28,00:25:37,728,864
Running,2021-06-01 17:47:54,2.42,265,00:16:28,170,182,177,196,6:48,4:46,79,79,1.34,0.0,02:52.09,3,00:16:12,00:16:28,710,738
Running,2021-06-01 08:30:14,0.68,69,00:04:39.6,160,177,173,191,6:53,5:00,30,23,1.36,0.0,04:39.58,1,00:04:25,00:04:39.6,718,738
Running,2021-05-31 17:37:49,1.81,205,00:12:32,172,191,175,185,6:56,5:50,49,49,1.33,0.0,05:27.46,2,00:12:16,00:13:32,965,991
Running,2021-05-22 17:28:34,2.00,227,00:13:58,170,181,172,188,6:59,5:44,105,72,1.34,0.0,00:00.71,3,00:13:45,00:13:58,757,806
Running,2021-05-21 17:52:00,0.67,62,00:03:55.2,170,183,174,187,5:52,5:34,23,23,1.57,0.0,03:55.25,1,00:03:50,00:03:55.2,741,764
Running,2021-05-21 17:40:09,1.11,123,00:08:02.3,166,183,162,187,7:15,5:10,36,79,1.35,0.0,00:07.39,3,00:07:54.6,00:08:02.3,773,833
Running,2021-05-21 08:27:49,2.81,343,00:25:31,159,191,126,232,9:05,4:51,210,92,1.39,0.0,00:02.02,4,00:19:29,00:25:31,730,871
Running,2021-05-20 18:06:22,1.47,155,00:10:03,167,185,158,181,6:51,4:49,43,43,1.49,0.0,00:00.34,7,00:09:21.2,00:10:03,738,766
