"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"AeM-AeIntenso","Swim","400 calentar 2x [2x50 AeIntenso 20"" 200 palas AeM 30"" 2x100 AeIntenso 45"" 200 pull respirando cada 3 fácil] 200 suaves","","2000","2025-02-10","","2000","","","","","0.608055555555556","0.88261253309797","","26","","133","161","","","0.34063290574911","2.4","7","18","7","5","0","0","0","","","","","","","","","","","","","","5","3"
"AeL1 50'","Run","Rodar fácil","0.833333333333333","","2025-02-11","","8620.25","","",""," *02/11/2025 Ganix Pereda: Siento el isquio derecho cargadete.*","0.841944456100464","2.84999990463257","","168","","148","169","","","1.07965188010823","108.22","2","3","3","28","9","5","1","","","","","","","","","","","","","","1","7"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-02-12","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5"
"AeL2-AeM 60'","Run","15’ calentar 8k haciendo: 200 AeM 800 AeL2 Rodar hasta completar","1","","2025-02-13","","11620.51953125","","","","","0.978888869285583","3.31100010871887","","170","","161","180","","","1.23747359595659","165.92","1","1","1","13","3","6","34","","","","","","","","","","","","","","6","5"
"variado","Swim","1er bloque Ligero ritmos fáciles y 20'' entre intervalos 300 200 100 2º bloque [palas+pull] Ritmos AeL2 y 30'' entre intervalos 300 200 100 3er bloque [aletas] Ritmos AeM y 45'' entre intervalos 300 200 100 4º bloque [sin material] Ritmos al 100% y 90'' entre intervalos 300 200 100 100 suaves pull","","2500","2025-02-14","","2500","","",""," *02/14/2025 Ganix Pereda: Cuando voy cansado pierdo mucho la técnica!*","0.719722222222222","0.929713648196355","","24","","144","177","","","0.359728594502509","3.35","2","7","14","14","3","2","3","","","","","","","","","","","","","","6","7"
"AeL1 60' rodillo","Bike","rodar fácil","1","","2025-02-15","","88049.65625","","",""," *02/15/2025 Ganix Pereda: En ningún momento ha sido muy duro, pero el final se me ha hecho largo por el cansancio de las piernas.*","3.13230180740356","7.80800008773804","","","","126","166","","","0.695778659657103","172.87","99","34","18","24","6","4","2","","","","","","","","","","","","","","6","5"
"variado 75' rodillo","Bike","15' rodar 6x45'' AeIntenso+/1'15'' libre 5' rodar 4x3'/1'30"" muy fácil AeL2+ y 60rpm 2x6'/4' fácil AeL2 y cadencia libre Rodar hasta completar","1.25","","2025-02-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-velocidad","Swim","400 calentar 4x50 progresivos 30"" 3x (300 palas-pull AeL1 4x25 aletas a tope 100 suaves)","","2100","2025-02-17","tranqui","2100","","",""," *02/17/2025 Ganix Pereda: Se me han olvidado las aletas! Los 25m son sin aletas.*","0.591944444444444","0.948509485094851","","24","","131","153","","","0.367399203293778","2.94","12","11","10","3","0","0","0","","","","","","","","","","","","","","6","3"
"AeM 60'","Run","15' calentar 4 progresivos de 100m con 100m recu 2x (1500 AeM 2' recu trote 1000 AeM 1'30"" recu trote) rodar hasta completar","1","","2025-02-18","","12135.2900390625","","","","","1.00999999046326","3.33100008964539","","169","","159","179","","","1.28110118333432","183.62","1","1","6","12","4","6","31","","","","","","","","","","","","","","6","3"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-02-19","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5"
"AeL1-sprints 60'","Run","3x (10' AeL1 5x15"" sprint+45"" rodar fácil 5' AeL1)","1","","2025-02-20","","12177.5595703125","","",""," *02/20/2025 Ganix Pereda: No se puede ser más lento en los sprints!*","1.00361108779907","3.36700010299683","","168","","165","182","","","1.2816254292629","182.48","1","0","0","3","5","14","37","","","","","","","","","","","","","","6","5"
"AeL1","Swim","5x400 45"" caletar palas-pull aletas respirando cada 3 la ida y cada 4 la vuelta soltar","","2000","2025-02-21","","2000","","",""," *02/21/2025 Ganix Pereda: La 4 serie ir cada 3 al final costaba y la vuelta de 4 no aguantaba iba alternando 2 y 4.*","0.573888888888889","0.931966449207829","","25","","134","156","","","0.360912599557019","2.7","9","10","9","7","0","0","0","","","","","","","","","","","","","","5","5"
"variado 3h","Bike","45' rodar 3 puertos de 10-12' haciendo: 1ª subida AeL2 2ª subida 1' AeM-1' AeL1 3ª subida a tope rodar hasta completar","3","","2025-02-22","","81242.453125","","",""," *02/22/2025 Ganix Pereda: He comido y bebido más. El Puerto era un poco corto pero lo he subido bien la última. Para no repetir he subido 2 por un lado y una por el otro.*","3.00436973571777","7.51200008392334","","","","140","173","","","0.806537633013776","222.54","28","25","37","63","12","9","7","","","","","","","","","","","","","","5","3"
"AeL1 1h30'","Bike","rodar fácil","1.5","","2025-02-23","","39729.8515625","","",""," *02/23/2025 Ganix Pereda: Desde el principio las piernas cansadas. Me imagino que será del entrenamiento de ayer.* *02/23/2025 Julen Diez: sin duda, y la semana pesa...*","1.53019833564758","7.21199989318848","","","","127","158","","","0.693149045611001","82.32","38","28","15","10","1","0","0","","","","","","","","","","","","","","3","5"
"AeL2-AeM","Swim","500 haciendo: 50 crol-25 espalda-25 braza 3x (2x100 AeM palas-pull 30"" 300 AeL2 aletas) 100 suaves","","2100","2025-02-24","","2100","","","","","0.583333333333333","0.963302752293578","","24","","130","146","","","0.3728227153424","3.02","9","21","5","1","0","0","0","","","","","","","","","","","","","","5","7"
"variado 60'","Run","15' calentar 4x1200 haciendo: 400 AeIntenso 400 AeM 400 AeL2 ( 1'30"" recu) rodar hasta completar","1","","2025-02-25","","12125.0703125","","",""," *02/25/2025 Ganix Pereda: Muy cansados los cuádriceps y los gemelos en el rodaje del final*","1.00250005722046","3.36199998855591","","168","","161","176","","","1.27786569695919","181.36","1","0","1","13","3","5","37","","","","","","","","","","","","","","8","5"
"Day off","Day Off","","","","2025-02-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 45'","Run","rodar fácil","0.75","","2025-02-27","","9025.2099609375","","","","","0.783611118793488","3.20300006866455","","171","","160","178","","","1.20000175126311","124.2","1","1","0","6","8","8","23","","","","","","","","","","","","","","3","5"
"AeL1-velocidad","Swim","1500 palas-aletas 8x50 ida fuerte-vuelta suave 20"" 100 suaves","","2000","2025-02-28","","2025","","","","","0.530277777777778","1.01912430800201","","22","","132","160","","","0.395477212450687","3.28","6","17","8","2","0","0","0","","","","","","","","","","","","","","4","5"
"Fuerza máxima 80%","Strength","4 series de 8 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-02-28","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5"
"AeL1-sprints 1h30'","Bike","3x (20' rodar 5x15"" sprint cada 1' 5' rodar)","1.5","","2025-03-01","","45356.26953125","","","","","1.52174460887909","8.2790002822876","","","","139","162","","","0.787129747536422","105.54","7","28","30","20","4","3","0","","","","","","","","","","","","","","",""
"AeL1-AeM 2-3h","Bike","rodar AeL1 y meter desnivel a umbral","2","","2025-03-02","","42772.03125","","","","","1.61148798465729","7.3730001449585","","","","130","167","","","0.728636788001264","95.91","40","35","4","4","4","7","3","","","","","","","","","","","","","","2","5"
"test velocidad crítica-200:3'37""","Swim","500 calentar 4x50 progresivos 30"" 100 fuertes 100 suaves test 200 a tope 100 suaves 500 palas-pull 200 suaves","","1900","2025-03-03","","1900","","","","","0.566388888888889","0.898770104068117","","25","","135","152","","","0.347407140338676","2.37","3","17","14","1","0","0","0","","","","","","","","","","","","","","7","7"
"AeIntenso 60'","Run","15' calentar 4 progresivos de 100m con 100m recu 15x300 AeIntenso con 200m recu trote rodar hasta completar","1","","2025-03-04","","824.090026855469","","","","","0.0994444414973259","2.31500005722046","","144","","105","125","","","0.892887960183185","8.29","6","0","0","0","0","0","0","","","","","","","","","","","","","","","9"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-03-05","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5"
"AeL1 1h30'","Bike","rodar fácil","1.5","","2025-03-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"test velocidad crítica-400:7'39""","Swim","500 calentar 4x50 progresivos 30"" 100 fuertes 100 suaves test 400 a tope 100 suaves 500 palas-pull","","1900","2025-03-07","","1900","","","","","0.566666666666667","0.898770104068117","","26","","136","173","","","0.347236842720863","2.37","8","14","4","2","2","3","1","","","","","","","","","","","","","","5","5"
"AeL1-test 30km 2h30'","Bike","30' calentar 15' haciendo 15"" muy fuertes cada 3' 15' rodar test 30km a tope en terreno llano rodar hasta completar","2.5","","2025-03-08","","100797.0703125","","",""," *03/08/2025 Ganix Pereda: No he hecho lo pautado. He salido y el viento me molestaba y me he cruzado con unos conocidos y me he ido con ellos*","4.03829860687256","6.93300008773804","","","","134","175","","","0.779914534742878","281.78","90","43","24","30","14","16","25","","","","","","","","","","","","","","6","3"
"cacos 1 30'","Run","5' caminar 10x (1' trote+1' caminar) 5' caminar","0.5","","2025-03-09","","3638.22998046875","","","","","0.501944422721863","2.09899997711182","","130","","110","140","","","0.767401233353345","32.19","22","7","1","0","0","0","0","","","","","","","","","","","","","","0","5"
"Lap Swimming","Swim","","","","2025-03-10","","1900","","",""," *03/10/2025 Ganix Pereda: No sé si he subido bien el entrenamiento. He nadado los 2000 y el reloj me lo marca bien.*","0.560555555555556","0.907787864309603","","26","","131","149","","","0.351022378171735","2.42","9","14","9","2","0","0","0","","","","","","","","","","","","","","6","5"
"cacos 2 30'","Run","5' caminar 8x (1'30"" trote+1' caminar) 5' caminar","0.5","","2025-03-11","","3718.2099609375","","",""," *03/11/2025 Ganix Pereda: Las dos primeras a trote una leve leve molestia en el gemelo.*","0.49722221493721","2.10999989509583","","136","","110","148","","","0.792923512478899","33.95","20","6","3","1","0","0","0","","","","","","","","","","","","","","0","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-03-12","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cacos 3 30'","Run","6' caminar 6x (2' trote+1' caminar) 6' caminar","0.5","","2025-03-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-AeL2","Swim","400 calentar 5x300 palas AeL2 40"" 100 suaves","","2000","2025-03-14","","2000","","","","","0.614722222222222","0.874125874125874","","24","","144","168","","","0.336938739577407","2.35","1","4","10","16","3","2","1","","","","","","","","","","","","","","4","5"
"AeM-AeIntenso 90'","Bike","30' calentar 15' haciendo 30"" fuertes cada 3' 6x (30"" AeIntenso 2' AeM 30"" AeIntenso 2' recu) 15' vuelta a la calma","1.5","","2025-03-15","si haces rodillo, 15' calentar y quitar los 15' vuelta a la calma. 60' en total","","","","","","1.0011111497879","","","","","145","177","","","0.888941117971211","87.64","10","8","9","10","3","5","15","","","","","","","","","","","","","","6","5"
"AeL2-AeM 2h","Bike","30' calentar 5x15"" muy fuertes cada 1' 5' rodar 4x5' AeM con 3' recu 5' rodar 20' AeL2 rodar hasta completar","2","","2025-03-16","","59036.890625","","","","","2.42152285575867","6.77199983596802","","","","123","161","","","0.687650468146729","129.69","77","29","17","18","2","2","0","","","","","","","","","","","","","","3","5"
"variado","Swim","400 estilos calentar 4x50 (ida técnica-vuelta suave) 2x100 progresando cada 25 acabando fuerte 30"" 2x (2x50 a tope 45"" 2x100 AeIntenso 30"" 200 AeM 40"" 100 suaves pull) 200 suaves","","2200","2025-03-17","","2200","","","","","0.639166666666667","0.922045264040235","","29","","137","157","","","0.356458050305641","2.89","4","14","13","9","0","0","0","","","","","","","","","","","","","","6","3"
"AeM 60' rodillo","Bike","15' calentar 6x1' AeIntenso con 1' recu 3x8' AeM con 3' recu","1","","2025-03-18","","29171.9296875","","",""," *03/18/2025 Ganix Pereda: Mucho viento 💨*","1.34325325489044","6.03299999237061","","","","130","167","","","0.77919300550943","91.04","30","12","7","16","4","8","4","","","","","","","","","","","","","","3","5"
"Fuerza máxima 80%","Strength","4 series de 8 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-03-19","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"cacos 1 30'","Run","5' caminar 10x (1' trote+1' caminar) 5' caminar","0.5","","2025-03-20","","3237.7900390625","","",""," *03/20/2025 Ganix Pereda: Sin dolor 💪🏻*","0.503611087799072","1.84099996089935","","123","","100","136","","","0.697385553898662","26.67","28","2","0","0","0","0","0","","","","","","","","","","","","","","","1"
"Day off","Day Off","","","","2025-03-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Activación 45'","Bike","rodar 15' 10' en progresión desde AeL1 hasta AeIntenso 5' rodar 3x2' ritmo comp./3' vuelta a la calma hasta completar","0.75","","2025-03-22","","","","","","","0.769444465637207","","","","","143","177","","","0.877265640512413","65.17","7","11","4","8","3","2","11","","","","","","","","","","","","","","4","5"
"Road Cycling","Bike","","","","2025-03-23","","121189.6015625","","",""," *03/23/2025 Ganix Pereda: Al principio mucha gente y muy despacio. De la mitad para adelante mucho mejor y muy contento. Muy cómodo y muy fuerte he comido y bebido muchísimo.*","4.59640455245972","7.32399988174438","","","","130","174","","","0.789902669176159","330.03","109","32","27","35","14","17","41","","","","","","","","","","","","","","8","3"
"AeL1","Swim","Nado continuo palas+aletas","","2000","2025-03-24","","2050","","",""," *03/24/2025 Ganix Pereda: Muy suave respirando cada 3 todo el rato y sin apretar nada*","0.536666666666667","1.02244389027431","","21","","117","139","","","0.395593460896439","3.32","31","2","0","0","0","0","0","","","","","","","","","","","","","","2","5"
"AeR 45-90'","Bike","paseo. 45' si es en rodillo y 90' en la calle","0.75","","2025-03-25","","","","",""," *03/25/2025 Ganix Pereda: De paseo, estoy bien de las piernas pensé que iba a estar más cargado*","0.753611087799072","","","","","115","135","","","0.607798027823572","30.59","43","2","0","0","0","0","0","","","","","","","","","","","","","","0","5"
"cacos 2 30'","Run","5' caminar 8x (1'30"" trote+1' caminar) 5' caminar","0.5","","2025-03-25","","","","",""," *03/25/2025 Ganix Pereda: Sin molestias*","0.474722236394882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-03-26","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5"
"variado","Swim","2x (400 calentar con algún cambio de ritmo 45"" 300 AeL2 palas-pull 30"" 200 AeM palas 30"" 100 AeIntenso aletas 20"" 200 suaves respirando cada 3)","","2400","2025-03-27","","2400","","","","","0.675555555555556","0.95049504950495","","26","","136","157","","","0.367917153298421","3.36","7","11","10","12","1","0","0","","","","","","","","","","","","","","4",""
"Day off","Day Off","","","","2025-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM torque 75' rodillo","Bike","15' calentar 60' haciendo 6 bloques de 10': [3x(10'' muy fuertes + 50'' fácil) 3' AeM y 60rpm 4' fácil]","1.25","","2025-03-29","","","","","","","1.25166666507721","","","","","142","170","","","0.84412161528784","99.35","13","18","5","14","9","9","7","","","","","","","","","","","","","","4","5"
"AeL2 2h30'","Bike","30’ rodar 2x45’ AeL2+15’ fácil","2.5","","2025-03-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cacos 3 30'","Run","6' caminar 6x (2' trote+1' caminar) 6' caminar","0.5","","2025-03-30","","3830.11010742188","","","","","0.504444420337677","2.1470000743866","","132","","112","152","","","0.814850167378026","36.47","19","4","4","3","0","0","0","","","","","","","","","","","","","","0","5"
"Day off","Day Off","","","","2025-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 20-30'","Run","rodar fácil","0.333333333333333","","2025-04-01","","4041.76000976563","","","","","0.35361111164093","3.17899990081787","","171","","153","173","","","1.20370779164994","55.3","1","1","4","2","4","6","4","","","","","","","","","","","","","","3","7"
"AeM-AeIntenso","Swim","400 estilos calentar 4x50 haciendo la ida fuerte y la vuelta suave 30"" 4x25 sprint 30"" 2x400 AeM palas-pull 40"" 4x100 AeIntenso 30"" 200 suaves respirando cada 3","","2100","2025-04-02","","2125","","","","","0.609722222222222","0.933655536028119","","27","","129","163","","","0.360933152666333","2.87","14","16","3","3","1","1","0","","","","","","","","","","","","","","6","7"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-04-02","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"AeIntenso 90' rodillo","Bike","15' calentar 15' haciendo 30"" muy fuertes cada 3' 8x1' AeIntenso con 1' recu 5' rodar 6x1' AeIntenso con 1' recu 5' rodar 4x1' AeIntenso con 1' recu 5' rodar 2x1' AeIntenso con 1' recu 5' rodar","1.5","","2025-04-03","si lo haces en la calle, se puede hacer 2h calentando 30' y soltando 15' al final","","","",""," *04/03/2025 Ganix Pereda: Creo que es el primer día que no me apetecía entrenar nada y se me ha hecho largo.*","1.5011111497879","","","","","142","169","","","0.843864490190523","119.51","15","17","12","18","8","13","7","","","","","","","","","","","","","","7","7"
"AeL2","Swim","400 calentar 5x300 palas AeL2 30"" 100 suaves","","2000","2025-04-04","","2000","","","","","0.595","0.902527075812274","","23","","133","153","","","0.348107110497106","2.51","7","18","7","4","0","0","0","","","","","","","","","","","","","","3","5"
"AeL2-AeM 2h30'-3h","Bike","30' calentar 15' haciendo 15"" muy fuertes cada 3' 3x10' AeM con 5' recu 15' rodar 30' AeL2 rodar hasta completar","2.5","","2025-04-05","","100043.71875","","",""," *04/05/2025 Ganix Pereda: He salido acompañado al principio he intentado hacer lo que ponía pero al final nada pero muy buenas sensaciones*","3.8283805847168","7.25899982452393","","","","133","173","","","0.780369282709662","267.12","76","37","26","47","14","12","18","","","","","","","","","","","","","","4","3"
"AeL1 30-40'","Run","rodar fácil","0.5","","2025-04-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 40'","Run","2x [15’ rodar 5x20’’ progresivas/40’’]","0.666666666666667","","2025-04-11","","7921.990234375","","",""," *04/11/2025 Ganix Pereda: No sé si es que llevaba mucho sin correr pero me ha costado arrancar. La comida también pesaba.*","0.67638885974884","3.28699994087219","","172","","158","171","","","1.21785997490132","109.91","1","1","2","4","7","12","13","","","","","","","","","","","","","","3","7"
"Day off","Day Off","","","","2025-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"variado 75'","Run","15' calentar 3000 AeL2 5' AeL1 2000 AeM 5' AeL1 1000 AeIntenso rodar hasta completar","1.25","","2025-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 45-60'","Run","rodar fácil","0.75","","2025-04-15","","10223.8603515625","","","","","0.862222194671631","3.30699992179871","","173","","159","171","","","1.2471877229171","147.88","0","0","0","8","15","17","12","","","","","","","","","","","","","","3","7"
"variado","Swim","400 haciendo 50 crol, 25 espalda, 25 braza 3x (200 progresivo haciendo 50 AeL1, 50 AeL2, 50 AeM, 50 AeIntenso 30"" 200 regresivo haciendo 50 AeIntenso, 50 AeM, 50 AeL2, 50 AeL1 30"" 100 suaves)","","1900","2025-04-16","","1900","","",""," *04/16/2025 Ganix Pereda: El progresivo bien el regresivo se hacía más difícil.*","0.581388888888889","0.878409616273694","","27","","130","159","","","0.338443936526785","2.25","14","12","5","4","1","0","0","","","","","","","","","","","","","","5","5"
"Fuerza máxima 80%","Strength","4 series de 8 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-04-16","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5"
"AeM-AeIntenso 60' rodillo","Bike","15' calentar 5' haciendo 15"" muy fuertes cada 1' 5x (30"" AeIntenso 3' AeM 30"" AeIntenso 3' AeR) 5' rodar","1","","2025-04-17","","","","","","","1.01666665077209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5"
"AeL1","Swim","5x400 45"" 1ª técnica 2ª normal 3ª palas-pull 4ª aletas 5ª soltar respirando cada 3","","2000","2025-04-18","","2000","","","","","0.564166666666667","0.94921689606075","","25","","134","155","","","0.367132166757657","2.79","8","13","8","6","0","0","0","","","","","","","","","","","","","","4","5"
"AeIntenso 60'","Run","15' calentar 6x (3x100 AeIntenso-100 recu 200 AeIntenso-100 recu) rodar hasta completar","1","","2025-04-19","","10851.5302734375","","",""," *04/19/2025 Ganix Pereda: Se me ha vuelto loco a la hora de guardar el último y el segundo de 200m y creo que mezcla algo del descanso con la serie porque no habré tardado más de 25 segundos en ningún 100.* *04/19/2025 Julen Diez: tranquilo, se ve bien*","1.00083339214325","3.04099988937378","","167","","157","180","","","1.17427671777176","152.84","0","1","7","20","7","8","18","","","","","","","","","","","","","","5","5"
"AeL1 libre","Bike","rodar todo lo largo que quieras, pero fácil","","","2025-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM 2h","Bike","30' calentar 15' haciendo 30"" fuertes cada 3' 10x3' AeM lo más aero posible con 2' recu rodar hasta completar","2","","2025-04-21","","60214.3984375","","","","","2.01726293563843","8.29199981689453","","","","140","172","","","0.799156212173464","145.26","15","32","28","28","7","6","4","","","","","","","","","","","","","","5","5"
"AeM 60'","Run","15' calentar 4x100 progresivas con 100 recu 12x400 AeM con 1' recu rodar hasta completar","1","","2025-04-22","","8160.3798828125","","",""," *04/22/2025 Ganix Pereda: Siempre que entreno tarde después de no pasar por casa se me apaga el reloj. Las 3-4 series que me quedaban las he hecho a ojo cronometrando 1’45” con el móvil.*","0.688611090183258","3.26399993896484","","169","","163","181","","","1.30503395490731","128.71","0","1","1","11","6","4","19","","","","","","","","","","","","","","6","7"
"Day off","Day Off","","","","2025-04-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 45'","Run","rodar fácil","0.75","","2025-04-24","","7757.27001953125","","","","","0.845277786254883","2.60400009155273","","163","","151","169","","","1.04046942500763","100.91","1","3","6","17","7","10","6","","","","","","","","","","","","","","3","5"
"AeM-AeItenso","Swim","400 calentar 3x (2x100 palas AeIntenso 30"" 200 AeM 15"" 200 pull)","","2200","2025-04-25","","2200","","",""," *04/25/2025 Ganix Pereda: Los intensos con palas me costaba acabarlos porque no tenía fuerzas en los brazos ya bueno en la tercera serie.*","0.644444444444444","0.915141430948419","","28","","142","166","","","0.353538781790207","2.85","2","14","10","8","3","2","2","","","","","","","","","","","","","","6","7"
"AeL1","Swim","4x (200 pull 30"" 200 aletas 30"" 100 palas 30"")","","2000","2025-04-26","","2000","","","","","0.535555555555556","0.997008973080758","","26","","124","144","","","0.38674555533444","3.1","20","9","5","0","0","0","0","","","","","","","","","","","","","","2","5"
"Activación 30'","Run","Rodar 25’ AeL1 5x30'' en progresión/30'' trote","0.5","","2025-04-26","","5439.10986328125","","","","","0.503333330154419","3.02099990844727","","169","","142","172","","","1.13418903862314","70.51","0","9","12","4","1","2","2","","","","","","","","","","","","","","0","5"
"AeR 60-75' voluntario","Bike","paseo soltando piernas","1","","2025-04-27","","","","",""," *04/27/2025 Ganix Pereda: Iba a salir a rodar suave pero como estaba la rueda pinchada he cambiado por paseo andando 😬*","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","5"
"Running","Run","","","","2025-04-27","","9915.6298828125","","","","","0.975000023841858","2.83800005912781","","167","","171","183","","","1.16431967945781","146.33","1","0","0","1","0","4","53","","","","","","","","","","","","","","10",""
"Day off","Day Off","","","","2025-04-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1 1h30'","Bike","rodar fácil","1.5","","2025-04-29","si haces en rodillo, 45-60'","70019.1015625","","","","","2.6944568157196","7.21799993515015","","","","130","164","","","0.72916944017158","162.7","55","52","21","19","6","9","0","","","","","","","","","","","","","","",""
"AeL1 nado continuo","Swim","con palas y aletas","","2500","2025-04-29","","2500","","",""," *04/29/2025 Ganix Pereda: Muy aburrido*","0.625555555555556","1.06700810926163","","22","","120","140","","","0.413879568541741","4.43","33","5","1","0","0","0","0","","","","","","","","","","","","","","1","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-04-30","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5"
"AeL2-AeM 60'","Run","15' calentar 2 veces: 2000 AeL2 3' recu 1000 AeM 2' recu rodar hasta completar","1","","2025-05-01","","11254.9296875","","",""," *05/01/2025 Ganix Pereda: Después de el primer 2.000 me han dado arcadas. Me encontraba mal hoy me costaba mucho aguantar el 4:45*","1.0011111497879","3.12199997901917","","167","","167","190","","","1.17719625405087","153.69","1","0","1","7","6","6","39","","","","","","","","","","","","","","6","9"
"variado 2h","Bike","30' calentar 12' AeL2 3' recu 10' AeL2 3' recu 8' AeM 3' recu 6' AeM 3' recu 4' AeIntenso 3' recu 2' AeIntenso 3' recu rodar hasta completar","2","","2025-05-02","si quieres hacer rodillo, hacer 75': 15' calentar y sin rodar hasta completar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Activación 30'","Run","Rodar 25’ AeL1 5x30'' en progresión/30'' trote","0.5","","2025-05-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-velocidad","Swim","400 calentar 4x25 progresivas 30"" 4x25 a tope 1' recu 600 palas-aletas 4x25 a tope 1' recu 600 pull respirando cada 3","","1900","2025-05-03","","1900","","","","","0.484166666666667","1.04740904079383","","28","","123","141","","","0.40640456635144","3.25","16","12","2","0","0","0","0","","","","","","","","","","","","","","3","3"
