"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Running","Run","","","","2025-05-04","","12681.7998046875","","","","","1.2138888835907","2.94899988174438","","163","","161","183","","","1.17341398502042","186.05","2","0","4","8","5","13","40","","","","","","","","","","","","","","7","3"
"AeL1","Swim","2x 400 pull 300 palas 200 aletas 100 respirando cada 3","","2000","2025-05-05","","2000","","","","","0.556111111111111","0.963855421686747","","26","","130","145","","","0.372450265077323","2.87","7","22","6","0","0","0","0","","","","","","","","","","","","","","3","5"
"AeL1-sprints 1h30'","Bike","60' rodar 15' haciendo un sprint de 10-12"" cada 3' 15' rodar","1.5","","2025-05-06","si haces rodillo, rodar 30' para un total de 60'","45174.87890625","","","","","1.45259702205658","8.63899993896484","","","","138","165","","","0.78373235329508","99.78","19","15","15","27","6","4","1","","","","","","","","","","","","","","3","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-05-07","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5"
"AeL1-AeIntenso 45'","Run","30' rodar 5x1' AeIntenso+1' trote 5' rodar","0.75","","2025-05-08","","8572.2900390625","","","","","0.754166662693024","3.19600009918213","","168","","151","177","","","1.21876451273402","123.22","1","1","6","22","2","4","10","","","","","","","","","","","","","","",""
"AeL1-AeIntenso","Swim","3x (300 AeL1 2x100 AeIntenso 30"" 100 muy suaves)","","1800","2025-05-09","","1800","","",""," *05/09/2025 Ganix Pereda: El segundo intenso de 100m me costaba acabarlo pero bien 💪🏻*","0.505277777777778","0.951877313590693","","29","","144","173","","","0.368928470377307","2.54","1","5","11","9","2","1","2","","","","","","","","","","","","","","5","5"
"AeL2-AeM 2h","Bike","30' calentar 2x (2x6' AeM con 4' recu 10' AeL2+10' rodar) rodar hasta completar","2","","2025-05-10","si haces rodillo, 15' calentar y solo rodar 5' después de los 10' AeL2 para un total de 85'","","","","","","1.41777777671814","","","","","140","168","","","0.820812263988278","106.72","21","16","7","15","10","12","4","","","","","","","","","","","","","","4","5"
"AeIntenso 60'","Run","15' calentar 3x (400 1' recu trote 300' 50"" recu trote 200 40"" recu trote) ritmos AeIntenso y 5' trote entre bloques","1","","2025-05-11","","11260.9501953125","","",""," *05/11/2025 Ganix Pereda: Me he pasado en los ritmos intensos no pensé que iba tan por encima. He mirado la última de 300 y 200 y por eso están más cerca de 4:10. Y no ponía pero he rodado hasta completar.*","1.00333333015442","3.15100002288818","","170","","153","181","","","1.21094639462461","162.95","1","4","7","23","7","4","14","","","","","","","","","","","","","","4","3"
"AeM","Swim","400 calentar 4x25 fuertes cada 1' 5x200 AeM palas-pull 30"" 400 aletas 100 suaves","","2000","2025-05-12","","2000","","",""," *05/12/2025 Ganix Pereda: Creo que podía haber apretado un poco más con las palas porque he hecho muy cómodo.*","0.525555555555556","1.01626016260163","","26","","127","157","","","0.394104350256237","3.22","17","10","4","1","1","0","0","","","","","","","","","","","","","","3","5"
"Fuerza máxima 80%","Strength","4 series de 8 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-05-13","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5"
"AeIntenso 1h30'-2h","Bike","30' calentar 15' haciendo 30"" fuertes cada 3' 15x1' AeIntenso con 1' recu rodar hasta completar","1.5","","2025-05-13","si haces rodillo, calentar 15' para un total de 60'","49420.5390625","","",""," *05/13/2025 Ganix Pereda: En una de las intensas he hecho 2 mins de recuperación porque iba por semáforos justo y luego ya he seguido al revés*","1.63420116901398","8.39999961853027","","","","146","170","","","0.859077505387282","135.28","7","10","18","35","13","10","5","","","","","","","","","","","","","","5","5"
"Day off","Day Off","","","","2025-05-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-05-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1","Swim","3x600 45"" calentar palas-pull aletas","","1800","2025-05-16","","1375","","",""," *05/16/2025 Ganix Pereda: Iba bastante sobrado pero me he puesto las aletas y me ha dado como un tirón en la planta del pie y dedos he intentado seguir sin aletas pero me ha vuelto.*","0.391388888888889","0.942426319396847","","26","","131","149","","","0.363826283602413","1.88","8","9","5","2","0","0","0","","","","","","","","","","","","","","3","7"
"AeIntenso 60'","Run","15' calentar 4 progresiones de 100m con 100m recu 3x (5x200 AeIntenso con 100 recu trote) rodar hasta completar","1","","2025-05-16","","11301.5595703125","","",""," *05/16/2025 Ganix Pereda: He salido hoy a la mañana que ayer no me dio tiempo*","1.03250002861023","3.05800008773804","","170","","157","181","","","1.18935969060214","161.88","1","2","8","13","4","8","25","","","","","","","","","","","","","","5","5"
"variado 3h","Bike","60' calentar 3 subidas de 15' haciendo: 1ª 20"" AeItenso+ y 40"" recu 2ª 30"" AeIntenso y 1' recu 3ª 2' AeM y 1' recu recuperación la bajada rodar hasta completar","3","","2025-05-17","","93730.0390625","","",""," *05/17/2025 Ganix Pereda: He salido con unos amigos y he hecho un poco a mi bola. He intentado subir los puertos como ponía pero al final me iba mucho. Entonces un poco de paseo pero con muy buenas sensaciones que uno lo he subido a tope.*","3.69919943809509","7.03800010681152","","","","126","182","","","0.711602527237615","214.42","102","55","26","17","7","4","9","","","","","","","","","","","","","","3","3"
"fartlek 75'","Run","15' calentar 45' haciendo 2' AeM con 1' recu 15' soltar","1.25","","2025-05-18","","15012.2001953125","","",""," *05/18/2025 Ganix Pereda: Exigente, pero cómodo. Pensé que me iban a pesar las piernas pero he hecho fácil. A 4’ 30”*","1.27166664600372","3.32399988174438","","171","","159","178","","","1.24362398429165","219.19","1","1","5","12","6","18","33","","","","","","","","","","","","","","5","3"
"AeIntenso","Swim","400 estilos calentar 4x50 (ida progresiva-vuelta suave) 6x150 AeIntenso palas-pull 45"" 200 suaves 400 aletas respirando cada 3","","2100","2025-05-19","","2125","","","","","0.584444444444444","0.974323704722604","","25","","125","145","","","0.376543854611502","3.12","17","16","3","0","0","0","0","","","","","","","","","","","","","","4","5"
"AeM 1h30'-2h","Bike","30' calentar 15' haciendo 30"" fuertes cada 3' 5x3' AeM cadencia 60 en subida con recu la bajada rodar hasta completar","1.5","","2025-05-20","si haces rodillo, calentar 20' y la recu de las de 3' que sea de 2'. total: 60'","62332.5","","",""," *05/20/2025 Ganix Pereda: La dos primeras subidas bien la tercera ha costado un poco más pero bien*","2.30984616279602","7.49599981307983","","","","122","166","","","0.681293707416311","121.28","93","20","4","9","4","7","2","","","","","","","","","","","","","","3","5"
"AeL1 45-60'","Run","rodar fácil","0.75","","2025-05-21","","8087.2998046875","","","","","0.756666660308838","3.01699995994568","","169","","137","147","","","1.27280330790348","134.75","2","18","23","3","0","0","0","","","","","","","","","","","","","","",""
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-05-22","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3",""
"AeL2","Swim","300 calentar 4x300 AeL2 30"" 300 soltar","","1800","2025-05-23","","1800","","","","","0.535","0.904522613065327","","28","","134","149","","","0.348432444245234","2.26","2","19","11","1","0","0","0","","","","","","","","","","","","","","3","5"
"AeL1 libre","Bike","todo lo largo que quieras, pero sin forzar en ningún momento","","","2025-05-24","","95807.1796875","","",""," *05/24/2025 Ganix Pereda: Me he calentado un poco subiendo Dima pero el resto muy fácil.*","3.57009053230286","7.4539999961853","","","","122","170","","","0.698026040154947","198.95","117","37","20","25","4","5","6","","","","","","","","","","","","","","3","5"
"Day off","Day Off","","","","2025-05-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM","Swim","400 calentar 4x (2x25 a tope 45"" recu 2x50 AeIntenso 40"" recu 200 AeM palas-pull 30"" recu 100 pull suaves)","","2200","2025-05-26","","2200","","","","","0.611944444444444","0.962800875273523","","27","","127","155","","","0.372315013051875","3.16","20","8","4","5","0","0","0","","","","","","","","","","","","","","",""
"variado 60'","Run","20' calentar 2x (4x20"" progresivos+40"" recu 3x1' AeIntenso+1' recu 2x2' AeM 1'30"" recu 4' rodar)","1","","2025-05-26","","12015.1904296875","","","","","1.0361111164093","3.25500011444092","","167","","148","174","","","1.22362559438437","171.77","0","16","10","12","6","6","12","","","","","","","","","","","","","","5","3"
"variado 2h","Bike","30' calentar 10 veces: arrancada de 6-8"" a tope y AeIntenso hasta llegar a los 30"" y AeM hasta llegar al minuto 2. después fácil 4'. rodar hasta completar","2","","2025-05-27","si haces rodillo, calentar 15' y mantener el bloque principal para acumular 75'","55927.80859375","","","","","2.05007314682007","7.57800006866455","","","","124","174","","","0.689364158260971","109.88","67","23","15","13","2","1","2","","","","","","","","","","","","","","3","7"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-05-28","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL2-AeM 60'","Run","15' calentar 10k haciendo: 800m AeL2+200m AeM rodar hasta completar","1","","2025-05-29","","12786.7900390625","","",""," *05/29/2025 Ganix Pereda: Muy difícil el último km había bajado los 800m a 5:05. Igual he ido demasiado rápido los AeL2 que he hecho a 4:45. He acabado reventado. Los últimos 200m a 4:30 he arrancado pero he notado molestia en el gemelo y lo he hecho andando.*","1.04999995231628","3.37100005149841","","169","","167","190","","","1.33905934597558","208.82","1","6","7","2","0","2","45","","","","","","","","","","","","","","8","7"
"AeL2","Swim","400 estilos calentar 4x (300 palas AeL2 30"" recu 100 aletas pies)","","2000","2025-05-30","","1000","","",""," *05/30/2025 Ganix Pereda: Lo he hecho entero pero me he quedado sin batería en el reloj.*","0.306666666666667","0.874890638670166","","23","","127","144","","","0.337701734911595","1.18","11","4","5","0","0","0","0","","","","","","","","","","","","","","4","5"
"AeL1-AeM 3h","Bike","60' calentar 5x8' AeM en llano cada 20' rodar hasta completar","3","","2025-05-31","","105163.859375","","","","","4.21492004394531","6.93100023269653","","","","119","179","","","0.690634233307901","230.87","144","40","28","25","4","3","10","","","","","","","","","","","","","","5","5"
"AeL1-AeIntenso 60'","Run","20' calentar 10x (1' AeIntenso-1' recu) 20' rodar","1","","2025-06-01","","10932.25","","","","","1.00166666507721","3.01200008392334","","170","","138","164","","","1.17212338656155","152.37","2","30","13","9","3","2","0","","","","","","","","","","","","","","",""
"AeL1","Swim","5x400 30"" calentar palas-pull aletas palas pull","","2000","2025-06-02","","2000","","","","","0.587222222222222","0.914494741655235","","25","","107","128","","","0.352717800702366","2.58","36","0","0","0","0","0","0","","","","","","","","","","","","","","3",""
"AeL1 1h30'-2h","Bike","rodar fácil","1.5","","2025-06-03","alternativa rodillo: 45' fácil","","","","","","0.753055572509766","","","","","111","140","","","0.620740830770943","31.86","37","7","1","0","0","0","0","","","","","","","","","","","","","","1","5"
"Fuerza máxima 80%","Strength","4 series de 8 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-06-04","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5"
"Walking","Walk","","","","2025-06-04","","3820.01000976563","","","","","0.954444468021393","1.11208442787937","","","","69","101","","","0.507544064345061","27.2","57","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"lactato correr","Run","","","","2025-06-05","","7688.35009765625","","","","","0.831111133098602","3.02500009536743","","160","","138","185","","","1.12012154792385","112.7","14","13","7","3","3","1","8","","","","","","","","","","","","","","",""
"AeL1-AeM 2h","Bike","rodar AeL1 y meter 2 subidas de 8-10' a umbral","2","","2025-06-06","alternativa rodillo: 20' calentar 2x8' AeM con 5' recu rodar hasta completar 60'","64961.4296875","","","","","2.42314672470093","7.44700002670288","","","","127","169","","","0.724979497321295","144.8","68","26","12","21","8","8","2","","","","","","","","","","","","","","2","5"
"L1a-L5 60'","Run","15' calentar 4 progresivos de 100m con 100m recu 15x200 L5 con 100 recu rodar hasta completar","1","","2025-06-07","","11582","","","","","1.02055549621582","3.16100001335144","","169","","153","178","","","1.20393399510785","163.91","1","5","11","20","5","3","17","","","","","","","","","","","","","","8","5"
"Day off","Day Off","","","","2025-06-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tola","Swim","400 calentar haciendo: 50 crol, 25 espalda, 25 braza 4x50 progresivas 20"" 4x25 muy fuerte 30"" 8x50 a tope 45"" recu 400 aletas 8x50 a tope palas 45"" 200 pull respirando cada 3","","2100","2025-06-09","","2100","","","","","0.550277777777778","1.01793504604944","","27","","132","156","","","0.395218426158022","3.4","9","15","8","3","0","0","0","","","","","","","","","","","","","","8","7"
"AeIntenso+ 2h","Bike","30' calentar con algún cambio de ritmo 5x3' AeIntenso+ con 7' recu rodar rodar 40'","2","","2025-06-10","si haces rodillo: 15' calentar 5x3' AeIntenso+ con 7' recu rodar 10' rodar total: 75'","59240","","","","","1.92333328723907","8.5606936416185","","","","140","167","","","0.802576255446916","139.42","14","25","28","33","6","7","2","","","","","","","","","","","","","","",""
"Road Cycling","Bike","","","","2025-06-10","","59794.7890625","","","","","1.97246396541595","8.42099952697754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-06-11","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4 60'","Run","15' calentar 4x1500 L4 3' recu trote rodar hasta completar","1","","2025-06-12","","11522.3798828125","","","","","1.00083339214325","3.2409999370575","","169","","159","190","","","1.19911767327475","159.38","2","11","5","3","3","7","28","","","","","","","","","","","","","","9","5"
"variado 3h","Bike","meter 5x1' AeIntenso con 1' recu en la 1ª hora meter 5x3' AeM con 5' recu en la 2ª hora meter 3x10' AeL2 con 5' recu en la 3ª hora","3","","2025-06-13","","81333.3515625","","","","","3.25523114204407","6.94000005722046","","","","128","174","","","0.729899112219309","197.89","96","39","11","26","5","4","16","","","","","","","","","","","","","","4","5"
"AeIntenso","Swim","4x100 estilos calentar 20"" 4x50 técnica 4x50 progresivas 30"" 6x75 AeIntenso 30"" 150 suaves 6x50 AeIntenso palas 30"" 150 suaves 6x25 AeIntenso aletas 30"" 150 suaves","","2000","2025-06-14","","2075","","",""," *06/14/2025 Ganix Pereda: Con la aletas solo me ha cogido 3 pero he hecho 6 todo como ponía. A 1’15” los 75m y 50” los 50. En total eran 2150 no?*","0.6125","0.907699037620297","","26","","134","154","","","0.350842237793869","2.65","5","18","11","5","0","0","0","","","","","","","","","","","","","","6","5"
"Variado 60'","Run","20' calentar 10' L2 5' trote 7' L3 5' trote 4' L4 5' trote rodar hasta completar","1","","2025-06-15","","11048.76953125","","","","","1.0011111497879","3.14800000190735","","170","","144","179","","","1.1510572977327","146.77","8","18","5","10","4","5","10","","","","","","","","","","","","","","6","5"
"AeM","Swim","500 estilos calentar 4x25 progresando cada 25 cada 1' 4x100 AeM 30"" 100 suaves 3x100 AeM 30"" 100 suaves 2x100 AeM 30"" 100 suaves 100 AeM 30"" 100 suaves","","2000","2025-06-16","","2000","","",""," *06/16/2025 Ganix Pereda: He estrenado el neopreno y una pasada la diferencia he flipado* *06/17/2025 Julen Diez: jejejej te lo dije!*","0.5","1.06496272630458","","27","","120","148","","","0.414247461491556","3.55","23","6","1","1","0","0","0","","","","","","","","","","","","","","3","5"
"AeL2 2h","Bike","30' calentar 3x15' AeL2 con 5' recu rodar 30'","2","","2025-06-17","si haces rodillo: 15' calentar 3x15' AeL2 con 5' recu total: 75'","83482.7109375","","","","","3.37072443962097","6.88000011444092","","","","122","170","","","0.686291550023393","181.3","109","37","21","28","3","3","1","","","","","","","","","","","","","","3","5"
"L1a 75'","Run","largo pero fácil","1.25","","2025-06-18","","13688.83984375","","","","","1.2511111497879","3.03600001335144","","163","","143","159","","","1.15224714675182","185.04","1","12","27","30","3","2","0","","","","","","","","","","","","","","3","5"
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-06-19","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"AeL1","Swim","400 calentar 15x100 AeL1 palas-pull 20"" 100 suaves respirando cada 3","","2000","2025-06-20","","2000","","","","","0.554444444444444","0.966183574879227","","23","","120","138","","","0.373569855052505","2.89","23","11","0","0","0","0","0","","","","","","","","","","","","","","2","5"
"AeL1-AeM 2-3h","Bike","rodar AeL1 en llano y AeM en repechos y puertos","2","","2025-06-21","","97587.2890625","","","","","3.52023601531982","7.70100021362305","","","","121","177","","","0.706311751790256","200.76","126","34","12","14","5","7","13","","","","","","","","","","","","","","4","5"
"L2 75'","Run","15' calentar 5x20"" fuertes con 40"" trote 2x5k L2 con 1k recu rodar hasta completar","1.25","","2025-06-22","","14680.849609375","","","","","1.26527774333954","3.24699997901917","","171","","153","177","","","1.21469200835671","207.84","6","14","8","4","1","9","34","","","","","","","","","","","","","","5","5"
"AeM-AeIntenso","Swim","400 estilos calentar 4x50 haciendo la ida fuerte y la vuelta suave 30"" 4x25 sprint 30"" 2x400 AeM palas-pull 40"" 4x100 AeIntenso 30"" 200 suaves respirando cada 3","","2100","2025-06-23","","2100","","","","","0.523611111111111","1.06707317073171","","26","","124","150","","","0.41534626112416","3.75","23","4","4","2","0","0","0","","","","","","","","","","","","","","5","5"
"ritmo comp. 75'","Bike","15' calentar 15' haciendo 30"" muy fuertes cada 3' 2x6' ritmo comp. con 4' recu rodar hasta completar","1.25","","2025-06-24","","36189.69140625","","","","","1.24618530273438","8.06700038909912","","","","132","168","","","0.751806308922936","78.45","29","19","8","7","4","7","1","","","","","","","","","","","","","","3","5"
"L4-L5 50'","Run","15' calentar 4x100 progresivos con 100 recu 2000 L4 5' rodar 2x1000 L5 1'30"" recu rodar hasta completar","0.833333333333333","","2025-06-24","","9070.8095703125","","",""," *06/24/2025 Ganix Pereda: Muchísimo calor pero aún con otra temperatura no creo que fuese capaz de hacer los 2 L5 he hecho a lo que me daba. Me han dejado reventado los 2000 a L4.*","0.838611125946045","3.02800011634827","","167","","162","190","","","1.14788948835743","121.83","1","2","5","10","5","5","21","","","","","","","","","","","","","","8","7"
"Day off","Day Off","","","","2025-06-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ritmo comp.","Swim","600 calentar 400 ritmo comp. 200 suaves","","1200","2025-06-26","","1200","","","","","0.347777777777778","0.92378752886836","","27","","135","148","","","0.357338065823387","1.59","0","14","7","1","0","0","0","","","","","","","","","","","","","","5","5"
"Activación 30'","Run","rodar 25' 5x20'' en progresión/40'' trote","0.5","","2025-06-26","Separar las sesiones en mañana y tarde","5217.7998046875","","","","","0.500833332538605","2.92700004577637","","167","","130","144","","","1.09211571101372","64.89","5","20","5","0","0","0","0","","","","","","","","","","","","","","1","5"
"Activación 45'","Bike","rodar 15' 10' en progresión desde AeL1 hasta AeIntenso 5' rodar 2x2' ritmo comp./3' vuelta a la calma hasta completar","0.75","","2025-06-27","","22633.0390625","","","","","0.746313095092773","8.42399978637695","","","","127","161","","","0.712691916659389","41.93","25","8","2","6","2","2","0","","","","","","","","","","","","","","3","5"
"Road Cycling","Bike","","","","2025-06-28","","41155.69140625","","","","","1.31330108642578","8.70499992370605","","","","158","173","","","0.995169916372002","145.07","2","0","4","15","15","14","28","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-06-28","","9658.3701171875","","","","","0.818611085414886","3.34400010108948","","174","","173","183","","","1.24924728348564","140.82","0","0","0","0","0","0","49","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2025-06-28","","42375.51953125","","","","","1.98000001907349","5.94493820584315","","","","159","173","","","2.2164079830944","2155.83","2","1","5","17","20","23","51","","","","","","","","","","","","","","",""
"coffee ride","Bike","","","","2025-06-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1","Swim","500 calentar 3x (200 pies aletas 300 pull respirando cada 3)","","2000","2025-06-30","","1400","","",""," *06/30/2025 Ganix Pereda: He hecho los 2000m que marca el entreno. Creo que no cuenta los 600m pies aletas* *07/01/2025 Julen Diez: no, los pies nunca cuenta porque no mueves los brazos*","0.427777777777778","0.878293601003764","","27","","114","131","","","0.338929741220364","1.67","24","3","0","0","0","0","0","","","","","","","","","","","","","","2","5"
"L1a 30-40'","Run","rodar fácil","0.5","","2025-06-30","","5325.39990234375","","","","","0.505277752876282","2.94000005722046","","166","","136","151","","","1.08995464966414","65.33","2","14","14","1","0","0","0","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fuerza máxima 80%","Strength","4 series de 8 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-07-04","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5"
"AeM-AeIntenso 2h","Bike","30' calentar 15' haciendo 30"" muy fuertes cada 3' 10 veces haciendo: 2' AeM 1' AeIntenso 3' recu 15' rodar","2","","2025-07-05","si haces rodillo: 15' calentar 10 veces haciendo: 2' AeM 1' AeIntenso 3' recu total: 75'","82913.8515625","","","","","3.158278465271","7.29199981689453","","","","114","169","","","0.642446550912854","148.63","135","34","9","6","3","1","2","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4 60'","Run","15' calentar 5x20"" muy fuertes con 40"" recu 3x1500 L4 con 2' recu rodar hasta completar","1","","2025-07-08","","7109.7998046875","","",""," *07/08/2025 Ganix Pereda: Estoy sin energía. Creo que el GPS no ha pillado bien y me he desanimado también. La tercera serie no he llegado ni a hacerla.*","0.619722247123718","3.26699995994568","","166","","162","186","","","1.38791500024322","130.55","1","2","2","9","4","4","16","","","","","","","","","","","","","","8","9"
"Walking","Walk","","","","2025-07-08","","4535.330078125","","","","","1.68694448471069","0.747787317085738","","","","95","120","","","0.488137282608867","45.05","101","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeM 2h","Bike","30' calentar 5x20"" muy fuertes con 40"" recu 10' AeM-10' recu 8' AeM-8' recu 6' AeM-6' recu 4' AeM-4' recu 2' AeM-2' recu rodar hasta completar","2","","2025-07-10","si haces rodilo: 15' calentar 5x20"" muy fuertes con 40"" recu 10' AeM-10' recu 8' AeM-8' recu 6' AeM-6' recu 4' AeM-4' recu 2' AeM-2' recu total: 80'","80798.09375","","","","","3.53463435173035","6.34999990463257","","","","129","181","","","0.707729780714968","202.86","84","59","32","29","3","2","3","","","","","","","","","","","","","","",""
"AeL1","Swim","5x400 AeL1 45"" normal palas palas-pull aletas respirando cada 3","","2000","2025-07-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-07-11","","","","","","","0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","5"
"Abdominal","Strength","https://www.fitnessblender.com/videos/20-minute-home-abdominal-workout","0.333333333333333","","2025-07-11","","","","","","","0.333333333333333","","","","","","","","","0.547722557505166","10","","","","","","","","","","","","","","","","","","","","","","5"
"AeM 3h","Bike","rodar AeL1 y hacer tres puertos durante la salida. El primero 12' AeM y hasta arriba fácil El segundo 10' AeM y hasta arriba fácil El tercero 8' AeM y hasta arriba fácil","3","","2025-07-12","","103147.3984375","","","","","4.04466772079468","7.08400011062622","","","","123","175","","","0.68051149842359","214.89","139","64","17","5","3","4","11","","","","","","","","","","","","","","3","5"
"L5 60'","Run","20' calentar 8x1' L5 con 1'30"" recu trote 20' vuelta a la calma","1","","2025-07-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AeL1-sprints","Swim","400 calentar 4x100 progresando cada 100 desde AeL1 hasta AeIntenso 30"" 3 veces: 4x25 a tope cada 1' 300 pull","","2000","2025-07-14","","2000","","","","","0.548611111111111","0.97323600973236","","28","","125","149","","","0.377541990220152","2.95","17","14","2","1","0","0","0","","","","","","","","","","","","","","",""
"AeL1 1h30'","Bike","rodar terreno variado","1.5","","2025-07-15","","85783.4921875","","",""," *07/15/2025 Ganix Pereda: He hecho mucho más porque tenía tiempo y no creo que el finde tenga tiempo de salir* *07/15/2025 Julen Diez: mejor asegurar no? jeje*","3.14973044395447","7.56500005722046","","","","118","173","","","0.647624795231754","150.6","129","35","14","8","2","1","1","","","","","","","","","","","","","","3","5"
"L1a 40-50'","Run","rodar fácil","0.666666666666667","","2025-07-16","","9133.2001953125","","","","","0.834444463253021","3.05900001525879","","167","","139","154","","","1.14918719146089","121.53","4","9","19","18","0","0","0","","","","","","","","","","","","","","",""
"Potencia 60%","Strength","4 series de 6 repeticiones con 3' de recuperación Ejercicios: Triceps Prensa Dorsal Sentadilla Lumbar Press banca Remo Isquio","0.75","","2025-07-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABS NEW","Strength","https://www.youtube.com/watch?v=Q89MwOlSuhg","0.566666666666667","","2025-07-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mixto","Swim","400 calentar 30x50 haciendo: 1 AeL2 1 AeM 1 AeIntenso La recu es de 20"" 100 suaves","","2000","2025-07-18","","1600","","",""," *07/18/2025 Ganix Pereda: Los 400m de calentamiento están en el otro*","0.428888888888889","0.997506234413965","","27","","126","147","","","0.386344782738239","2.47","13","10","3","1","0","0","0","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2025-07-18","","400","","","","","0.115833334624767","0.959232603214321","","","","129","138","","","0.736276073592289","6.57","1","6","0","0","0","0","0","","","","","","","","","","","","","","2","5"
"Day off","Day Off","","","","2025-07-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Day off","Day Off","","","","2025-07-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
